EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingHours
155,46,No,Travel_Rarely,Sales,19,4,Marketing,1,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,2,3,6.910488505747128
156,42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,3,3,6.013954874414645
157,24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,2,3,9.628913367390378
158,34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,3,4,5.3961877394636
159,38,No,Travel_Frequently,Sales,3,3,Marketing,1,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,3,3,7.801842273307786
160,40,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,2,3,5.288549382716051
161,26,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,4,4,5.4634386973180105
162,30,No,Non-Travel,Research & Development,15,3,Medical,1,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,2,3,7.087752234993612
163,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,3,3,6.653330140485315
164,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,2,3,6.039645593869731
165,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,3,3,7.088199233716468
166,30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,3,3,6.152478714346526
167,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,3,3,5.567531928480204
168,50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,3,3,6.6830725840783325
169,30,No,Non-Travel,Sales,10,2,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,3,4,5.780626862494682
170,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,3,4,6.38832588335462
171,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,2,3,6.881573009791398
172,46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,2,4,6.309758407833123
173,35,No,Travel_Rarely,Research & Development,15,2,Medical,1,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,3,3,5.813282247765005
174,54,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,3,3,7.064914857386122
175,34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,4,3,6.801207960834397
176,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,2,3,8.229932950191573
177,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,3,3,5.767219029374204
178,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,2,4,7.6006492124308265
179,33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,3,4,6.511454874414646
180,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,3,3,5.978481268624948
181,35,No,Travel_Rarely,Research & Development,12,2,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,1,4,8.229858450404427
182,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,2,3,5.755333120476796
183,34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,4,4,9.984485951468708
184,42,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,2,3,7.062505321413368
185,36,No,Non-Travel,Research & Development,3,4,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,3,3,6.758385483184333
186,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,3,3,5.755315027671347
187,48,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,3,3,6.000356534695618
188,55,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,3,3,6.626243082162618
189,41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,2,3,5.456595359727542
190,35,No,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,2,3,5.369409323116222
191,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,3,3,6.825483184333756
192,39,No,Travel_Frequently,Research & Development,12,1,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,3,3,6.547905491698592
193,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,2,3,8.089601958280118
194,42,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,3,3,9.772393571732662
195,45,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,3,4,6.416571945508726
196,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,3,3,8.59187739463601
197,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,2,3,6.458262026394209
198,33,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,3,3,6.835339506172837
199,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,3,3,6.017393571732652
200,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,4,3,8.52293422733078
201,40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,2,3,6.300864197530864
202,41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,2,3,8.18885696040869
203,26,No,Travel_Rarely,Research & Development,9,4,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,2,3,5.278536611323967
204,35,No,Travel_Rarely,Research & Development,16,4,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,2,3,5.526161132396767
205,34,No,Travel_Rarely,Research & Development,26,3,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,2,3,5.817053001277142
206,26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,1,4,7.812575564069815
207,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,3,3,6.79524372073223
208,46,No,Travel_Frequently,Research & Development,4,1,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,3,3,5.412762877820351
209,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,3,3,7.05670817369093
210,37,No,Non-Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,3,3,6.931413367390376
211,52,No,Travel_Rarely,Sales,2,1,Medical,1,Male,1,Laboratory Technician,Divorced,99800,2.6948303347756775,Y,11,8,1,18.0,2,10,6,9,3,3,8.484550872711797
212,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,2,4,5.533989995742873
213,24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,2,3,5.591828437633038
214,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,3,3,5.512660706683695
215,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,3,3,6.264695615155381
216,49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,1,3,9.955502341421884
217,24,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,2,3,7.950583226905061
218,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,3,3,6.845934440187314
219,24,No,Travel_Rarely,Sales,7,3,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,1,3,6.065481055768409
220,50,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,3,3,6.346913580246913
221,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,2,3,6.4441145168156675
222,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,3,4,10.203284376330352
223,30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,3,3,6.139818007662834
224,34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,3,3,7.882776713495107
225,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,2,3,6.1200957854406095
226,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,3,3,7.256530438484465
227,31,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,3,3,5.657692635163897
228,27,No,Travel_Rarely,Sales,22,4,Medical,1,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,3,3,7.223043848446148
229,37,No,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,3,3,8.270267134951041
230,20,No,Travel_Rarely,Research & Development,17,4,Medical,1,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,1,3,6.5737771392081745
231,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,3,3,6.744604086845469
232,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,3,3,8.15309174116645
233,38,No,Travel_Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,4,3,6.307250957854402
234,43,No,Travel_Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,3,3,8.49701362281822
235,48,No,Travel_Rarely,Research & Development,8,1,Medical,1,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,4,3,6.371383567475519
236,44,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,4,4,5.856627288207745
237,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,2,4,7.500670498084289
238,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,3,3,5.936608131119627
239,21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,1,3,6.373996381438912
240,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,2,0,1,3,3,7.691328224776504
241,22,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,2,3,5.250868454661557
242,33,No,Travel_Rarely,Sales,13,4,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,5,1,2,3,3,6.556739037888459
243,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,3,3,8.694603022562788
244,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0,3,3,6.63766177096637
245,53,No,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,2,3,6.405103235419324
246,34,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,10,8,8,3,3,6.811479352916139
247,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,1,0,0,3,3,6.6164665815240555
248,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,4,3,9.314247552149853
249,37,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,10,7,8,2,3,5.6673009791400615
250,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,3,3,6.106166453810135
251,35,No,Travel_Rarely,Research & Development,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,3,3,6.043832481907192
252,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,13,4,7,3,4,6.967848020434227
253,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,2,3,5.598140698169433
254,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,3,0,2,2,3,9.718780332056195
255,27,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1,1,3,6.171419753086417
256,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,2,3,7.868671775223505
257,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,3,3,9.80478607918264
258,35,No,Non-Travel,Research & Development,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,4,3,5.9574393358876145
259,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,3,0,2,3,3,6.3564985100042515
260,25,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,3,1,2,3,3,7.09222115793955
261,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,2,4,6.303842060451257
262,29,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,10,2,8,2,3,6.848477011494254
263,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2,4,3,6.255297999148574
264,27,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,3,3,7.966952958705831
265,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,4,3,6.6724978714346515
266,50,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,4,3,8.595139421030222
267,34,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,8,7,7,3,4,6.062879948914433
268,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0,1,3,6.937012558535548
269,39,No,Travel_Rarely,Research & Development,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,3,3,5.9923776074925525
270,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,10,0,8,1,3,7.0820104299701985
271,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,2,3,7.73344934014474
272,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,9,1,8,2,3,6.396532567049809
273,27,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,9,0,7,2,4,5.762250957854408
274,32,No,Travel_Rarely,Sales,1,3,Medical,1,Male,2,Sales Executive,Single,136640,3.0,Y,14,8,0,10.0,6,7,7,7,3,3,6.990304384844616
275,47,No,Travel_Rarely,Research & Development,2,3,Medical,1,Female,5,Sales Executive,Single,50210,2.0,Y,17,8,0,20.0,3,7,1,7,3,3,5.945263942103022
276,40,No,Travel_Frequently,Research & Development,3,4,Medical,1,Female,3,Human Resources,Married,51260,5.0,Y,18,8,0,20.0,2,18,1,12,3,3,7.988828224776504
277,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3.0,Y,18,8,1,32.0,2,5,1,3,3,3,5.95355363984674
278,41,No,Travel_Rarely,Sales,6,3,Medical,1,Male,1,Sales Executive,Divorced,102390,3.0,Y,24,8,3,23.0,3,21,12,6,3,4,6.706108982545763
279,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8.0,Y,20,8,0,10.0,3,2,2,2,4,4,6.00099829714772
280,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,2,3,6.670065985525755
281,41,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,22,2,10,3,3,5.506388888888892
282,50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,2,2,4,4,6.4244582801191985
283,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,2,3,7.105519369944655
284,36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5,3,3,5.489656236696464
285,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,3,3,8.610615155385267
286,44,No,Non-Travel,Research & Development,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,5,1,4,2,3,5.6401287782034935
287,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,22,11,13,2,4,7.2871157939548725
288,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,8,7,7,3,3,6.714242230736485
289,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,1,0,0,3,3,5.96487760749255
290,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,3,4,9.162083865474676
291,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,3,3,6.4179214559386955
292,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,4,3,5.965917411664538
293,23,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,3,3,6.906481481481479
294,39,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6,2,3,5.813420604512561
295,56,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1,3,3,6.370510855683272
296,40,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3,3,3,7.8880204342273315
297,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7,3,3,7.012114729672205
